"Year","Cause","Age_Range","ISO_Code","Deaths","Country","intentional_self_harm_flag","substance_use_flag","continent","GDP","Country.Name","Population","gdp_per_capita"
2017,"Mental and behavioural disorders due to psychoactive substance use","25-29","ARG",0,"Argentina",0,1,"Americas",5.89585e+11,"Argentina",44288894,13312.2538575924
2018,"Intentional self-harm","20-24","ARG",97,"Argentina",1,0,"Americas",6.02868e+11,"Argentina",44654882,13500.6067197759
2018,"Intentional self-harm","25-29","ARG",73,"Argentina",1,0,"Americas",6.02868e+11,"Argentina",44654882,13500.6067197759
2018,"Intentional self-harm","20-24","ARG",390,"Argentina",1,0,"Americas",6.02868e+11,"Argentina",44654882,13500.6067197759
2018,"Intentional self-harm","25-29","ARG",329,"Argentina",1,0,"Americas",6.02868e+11,"Argentina",44654882,13500.6067197759
2018,"Intentional self-harm","20-24","ARG",1,"Argentina",1,0,"Americas",6.02868e+11,"Argentina",44654882,13500.6067197759
2018,"Intentional self-harm","25-29","ARG",1,"Argentina",1,0,"Americas",6.02868e+11,"Argentina",44654882,13500.6067197759
2018,"Mental and behavioural disorders due to psychoactive substance use","20-24","ARG",1,"Argentina",0,1,"Americas",6.02868e+11,"Argentina",44654882,13500.6067197759
2018,"Mental and behavioural disorders due to psychoactive substance use","25-29","ARG",0,"Argentina",0,1,"Americas",6.02868e+11,"Argentina",44654882,13500.6067197759
2018,"Mental and behavioural disorders due to psychoactive substance use","20-24","ARG",2,"Argentina",0,1,"Americas",6.02868e+11,"Argentina",44654882,13500.6067197759
2018,"Mental and behavioural disorders due to psychoactive substance use","25-29","ARG",2,"Argentina",0,1,"Americas",6.02868e+11,"Argentina",44654882,13500.6067197759
2019,"Intentional self-harm","20-24","ARG",74,"Argentina",1,0,"Americas",6.17386e+11,"Argentina",44973465,13727.7837053471
2019,"Intentional self-harm","25-29","ARG",66,"Argentina",1,0,"Americas",6.17386e+11,"Argentina",44973465,13727.7837053471
2019,"Intentional self-harm","20-24","ARG",401,"Argentina",1,0,"Americas",6.17386e+11,"Argentina",44973465,13727.7837053471
2019,"Intentional self-harm","25-29","ARG",343,"Argentina",1,0,"Americas",6.17386e+11,"Argentina",44973465,13727.7837053471
2019,"Intentional self-harm","20-24","ARG",0,"Argentina",1,0,"Americas",6.17386e+11,"Argentina",44973465,13727.7837053471
2019,"Intentional self-harm","25-29","ARG",1,"Argentina",1,0,"Americas",6.17386e+11,"Argentina",44973465,13727.7837053471
2019,"Mental and behavioural disorders due to psychoactive substance use","20-24","ARG",0,"Argentina",0,1,"Americas",6.17386e+11,"Argentina",44973465,13727.7837053471
2019,"Mental and behavioural disorders due to psychoactive substance use","25-29","ARG",2,"Argentina",0,1,"Americas",6.17386e+11,"Argentina",44973465,13727.7837053471
2019,"Mental and behavioural disorders due to psychoactive substance use","20-24","ARG",3,"Argentina",0,1,"Americas",6.17386e+11,"Argentina",44973465,13727.7837053471
2019,"Mental and behavioural disorders due to psychoactive substance use","25-29","ARG",5,"Argentina",0,1,"Americas",6.17386e+11,"Argentina",44973465,13727.7837053471
2019,"Mental and behavioural disorders due to psychoactive substance use","20-24","ARG",0,"Argentina",0,1,"Americas",6.17386e+11,"Argentina",44973465,13727.7837053471
2019,"Mental and behavioural disorders due to psychoactive substance use","25-29","ARG",0,"Argentina",0,1,"Americas",6.17386e+11,"Argentina",44973465,13727.7837053471
2020,"Intentional self-harm","20-24","ARG",72,"Argentina",1,0,"Americas",6.33889e+11,"Argentina",45191965,14026.586363306
2020,"Intentional self-harm","25-29","ARG",41,"Argentina",1,0,"Americas",6.33889e+11,"Argentina",45191965,14026.586363306
2020,"Intentional self-harm","20-24","ARG",342,"Argentina",1,0,"Americas",6.33889e+11,"Argentina",45191965,14026.586363306
2020,"Intentional self-harm","25-29","ARG",309,"Argentina",1,0,"Americas",6.33889e+11,"Argentina",45191965,14026.586363306
2020,"Intentional self-harm","20-24","ARG",1,"Argentina",1,0,"Americas",6.33889e+11,"Argentina",45191965,14026.586363306
2020,"Intentional self-harm","25-29","ARG",3,"Argentina",1,0,"Americas",6.33889e+11,"Argentina",45191965,14026.586363306
2020,"Mental and behavioural disorders due to psychoactive substance use","20-24","ARG",0,"Argentina",0,1,"Americas",6.33889e+11,"Argentina",45191965,14026.586363306
2020,"Mental and behavioural disorders due to psychoactive substance use","25-29","ARG",1,"Argentina",0,1,"Americas",6.33889e+11,"Argentina",45191965,14026.586363306
2020,"Mental and behavioural disorders due to psychoactive substance use","20-24","ARG",3,"Argentina",0,1,"Americas",6.33889e+11,"Argentina",45191965,14026.586363306
2020,"Mental and behavioural disorders due to psychoactive substance use","25-29","ARG",2,"Argentina",0,1,"Americas",6.33889e+11,"Argentina",45191965,14026.586363306
2017,"Intentional self-harm","20-24","BRA",241,"Brazil",1,0,"Americas",1.75927e+12,"Brazil",204703445,8594.23738569715
2017,"Intentional self-harm","25-29","BRA",196,"Brazil",1,0,"Americas",1.75927e+12,"Brazil",204703445,8594.23738569715
2017,"Intentional self-harm","20-24","BRA",921,"Brazil",1,0,"Americas",1.75927e+12,"Brazil",204703445,8594.23738569715
2017,"Intentional self-harm","25-29","BRA",1032,"Brazil",1,0,"Americas",1.75927e+12,"Brazil",204703445,8594.23738569715
2017,"Intentional self-harm","20-24","BRA",0,"Brazil",1,0,"Americas",1.75927e+12,"Brazil",204703445,8594.23738569715
2017,"Intentional self-harm","25-29","BRA",0,"Brazil",1,0,"Americas",1.75927e+12,"Brazil",204703445,8594.23738569715
2017,"Mental and behavioural disorders due to psychoactive substance use","20-24","BRA",23,"Brazil",0,1,"Americas",1.75927e+12,"Brazil",204703445,8594.23738569715
2017,"Mental and behavioural disorders due to psychoactive substance use","25-29","BRA",29,"Brazil",0,1,"Americas",1.75927e+12,"Brazil",204703445,8594.23738569715
2017,"Mental and behavioural disorders due to psychoactive substance use","20-24","BRA",68,"Brazil",0,1,"Americas",1.75927e+12,"Brazil",204703445,8594.23738569715
2017,"Mental and behavioural disorders due to psychoactive substance use","25-29","BRA",165,"Brazil",0,1,"Americas",1.75927e+12,"Brazil",204703445,8594.23738569715
2017,"Mental and behavioural disorders due to psychoactive substance use","20-24","BRA",0,"Brazil",0,1,"Americas",1.75927e+12,"Brazil",204703445,8594.23738569715
2017,"Mental and behavioural disorders due to psychoactive substance use","25-29","BRA",0,"Brazil",0,1,"Americas",1.75927e+12,"Brazil",204703445,8594.23738569715
2018,"Intentional self-harm","20-24","BRA",250,"Brazil",1,0,"Americas",1.85468e+12,"Brazil",206107261,8998.61553155083
2018,"Intentional self-harm","25-29","BRA",218,"Brazil",1,0,"Americas",1.85468e+12,"Brazil",206107261,8998.61553155083
2018,"Intentional self-harm","20-24","BRA",1039,"Brazil",1,0,"Americas",1.85468e+12,"Brazil",206107261,8998.61553155083
2018,"Intentional self-harm","25-29","BRA",1003,"Brazil",1,0,"Americas",1.85468e+12,"Brazil",206107261,8998.61553155083
2018,"Intentional self-harm","20-24","BRA",0,"Brazil",1,0,"Americas",1.85468e+12,"Brazil",206107261,8998.61553155083
2018,"Intentional self-harm","25-29","BRA",0,"Brazil",1,0,"Americas",1.85468e+12,"Brazil",206107261,8998.61553155083
2018,"Mental and behavioural disorders due to psychoactive substance use","20-24","BRA",15,"Brazil",0,1,"Americas",1.85468e+12,"Brazil",206107261,8998.61553155083
2018,"Mental and behavioural disorders due to psychoactive substance use","25-29","BRA",27,"Brazil",0,1,"Americas",1.85468e+12,"Brazil",206107261,8998.61553155083
2018,"Mental and behavioural disorders due to psychoactive substance use","20-24","BRA",78,"Brazil",0,1,"Americas",1.85468e+12,"Brazil",206107261,8998.61553155083
2018,"Mental and behavioural disorders due to psychoactive substance use","25-29","BRA",145,"Brazil",0,1,"Americas",1.85468e+12,"Brazil",206107261,8998.61553155083
2018,"Mental and behavioural disorders due to psychoactive substance use","20-24","BRA",0,"Brazil",0,1,"Americas",1.85468e+12,"Brazil",206107261,8998.61553155083
2018,"Mental and behavioural disorders due to psychoactive substance use","25-29","BRA",0,"Brazil",0,1,"Americas",1.85468e+12,"Brazil",206107261,8998.61553155083
2019,"Intentional self-harm","20-24","BRA",320,"Brazil",1,0,"Americas",1.95367e+12,"Brazil",207455459,9417.29858263214
2019,"Intentional self-harm","25-29","BRA",284,"Brazil",1,0,"Americas",1.95367e+12,"Brazil",207455459,9417.29858263214
2019,"Intentional self-harm","20-24","BRA",1142,"Brazil",1,0,"Americas",1.95367e+12,"Brazil",207455459,9417.29858263214
2019,"Intentional self-harm","25-29","BRA",1094,"Brazil",1,0,"Americas",1.95367e+12,"Brazil",207455459,9417.29858263214
2019,"Intentional self-harm","20-24","BRA",0,"Brazil",1,0,"Americas",1.95367e+12,"Brazil",207455459,9417.29858263214
2019,"Intentional self-harm","25-29","BRA",0,"Brazil",1,0,"Americas",1.95367e+12,"Brazil",207455459,9417.29858263214
2019,"Mental and behavioural disorders due to psychoactive substance use","20-24","BRA",21,"Brazil",0,1,"Americas",1.95367e+12,"Brazil",207455459,9417.29858263214
2019,"Mental and behavioural disorders due to psychoactive substance use","25-29","BRA",26,"Brazil",0,1,"Americas",1.95367e+12,"Brazil",207455459,9417.29858263214
2019,"Mental and behavioural disorders due to psychoactive substance use","20-24","BRA",83,"Brazil",0,1,"Americas",1.95367e+12,"Brazil",207455459,9417.29858263214
2019,"Mental and behavioural disorders due to psychoactive substance use","25-29","BRA",157,"Brazil",0,1,"Americas",1.95367e+12,"Brazil",207455459,9417.29858263214
2020,"Intentional self-harm","20-24","BRA",317,"Brazil",1,0,"Americas",2.05441e+12,"Brazil",208660842,9845.69016547916
2020,"Intentional self-harm","25-29","BRA",286,"Brazil",1,0,"Americas",2.05441e+12,"Brazil",208660842,9845.69016547916
2020,"Intentional self-harm","20-24","BRA",1099,"Brazil",1,0,"Americas",2.05441e+12,"Brazil",208660842,9845.69016547916
2020,"Intentional self-harm","25-29","BRA",1065,"Brazil",1,0,"Americas",2.05441e+12,"Brazil",208660842,9845.69016547916
2020,"Intentional self-harm","20-24","BRA",0,"Brazil",1,0,"Americas",2.05441e+12,"Brazil",208660842,9845.69016547916
2020,"Intentional self-harm","25-29","BRA",0,"Brazil",1,0,"Americas",2.05441e+12,"Brazil",208660842,9845.69016547916
2020,"Mental and behavioural disorders due to psychoactive substance use","20-24","BRA",39,"Brazil",0,1,"Americas",2.05441e+12,"Brazil",208660842,9845.69016547916
2020,"Mental and behavioural disorders due to psychoactive substance use","25-29","BRA",32,"Brazil",0,1,"Americas",2.05441e+12,"Brazil",208660842,9845.69016547916
2020,"Mental and behavioural disorders due to psychoactive substance use","20-24","BRA",99,"Brazil",0,1,"Americas",2.05441e+12,"Brazil",208660842,9845.69016547916
2020,"Mental and behavioural disorders due to psychoactive substance use","25-29","BRA",211,"Brazil",0,1,"Americas",2.05441e+12,"Brazil",208660842,9845.69016547916
2020,"Mental and behavioural disorders due to psychoactive substance use","20-24","BRA",0,"Brazil",0,1,"Americas",2.05441e+12,"Brazil",208660842,9845.69016547916
2020,"Mental and behavioural disorders due to psychoactive substance use","25-29","BRA",0,"Brazil",0,1,"Americas",2.05441e+12,"Brazil",208660842,9845.69016547916
2017,"Intentional self-harm","20-24","CAN",86,"Canada",1,0,"Americas",1.68237e+12,"Canada",36545075,46035.4781047788
2017,"Intentional self-harm","25-29","CAN",80,"Canada",1,0,"Americas",1.68237e+12,"Canada",36545075,46035.4781047788
2017,"Intentional self-harm","20-24","CAN",237,"Canada",1,0,"Americas",1.68237e+12,"Canada",36545075,46035.4781047788
2017,"Intentional self-harm","25-29","CAN",272,"Canada",1,0,"Americas",1.68237e+12,"Canada",36545075,46035.4781047788
2017,"Mental and behavioural disorders due to psychoactive substance use","20-24","CAN",9,"Canada",0,1,"Americas",1.68237e+12,"Canada",36545075,46035.4781047788
2017,"Mental and behavioural disorders due to psychoactive substance use","25-29","CAN",17,"Canada",0,1,"Americas",1.68237e+12,"Canada",36545075,46035.4781047788
2017,"Mental and behavioural disorders due to psychoactive substance use","20-24","CAN",2,"Canada",0,1,"Americas",1.68237e+12,"Canada",36545075,46035.4781047788
2017,"Mental and behavioural disorders due to psychoactive substance use","25-29","CAN",8,"Canada",0,1,"Americas",1.68237e+12,"Canada",36545075,46035.4781047788
2018,"Intentional self-harm","20-24","CAN",94,"Canada",1,0,"Americas",1.7738e+12,"Canada",37072620,47846.6318269386
2018,"Intentional self-harm","25-29","CAN",76,"Canada",1,0,"Americas",1.7738e+12,"Canada",37072620,47846.6318269386
2018,"Intentional self-harm","20-24","CAN",242,"Canada",1,0,"Americas",1.7738e+12,"Canada",37072620,47846.6318269386
2018,"Intentional self-harm","25-29","CAN",230,"Canada",1,0,"Americas",1.7738e+12,"Canada",37072620,47846.6318269386
2018,"Mental and behavioural disorders due to psychoactive substance use","20-24","CAN",6,"Canada",0,1,"Americas",1.7738e+12,"Canada",37072620,47846.6318269386
2018,"Mental and behavioural disorders due to psychoactive substance use","25-29","CAN",15,"Canada",0,1,"Americas",1.7738e+12,"Canada",37072620,47846.6318269386
2018,"Mental and behavioural disorders due to psychoactive substance use","20-24","CAN",2,"Canada",0,1,"Americas",1.7738e+12,"Canada",37072620,47846.6318269386
2018,"Mental and behavioural disorders due to psychoactive substance use","25-29","CAN",12,"Canada",0,1,"Americas",1.7738e+12,"Canada",37072620,47846.6318269386
2019,"Intentional self-harm","20-24","CAN",75,"Canada",1,0,"Americas",1.86006e+12,"Canada",37618495,49445.359257461
2019,"Intentional self-harm","25-29","CAN",93,"Canada",1,0,"Americas",1.86006e+12,"Canada",37618495,49445.359257461
2019,"Intentional self-harm","20-24","CAN",231,"Canada",1,0,"Americas",1.86006e+12,"Canada",37618495,49445.359257461
2019,"Intentional self-harm","25-29","CAN",255,"Canada",1,0,"Americas",1.86006e+12,"Canada",37618495,49445.359257461
2019,"Mental and behavioural disorders due to psychoactive substance use","20-24","CAN",6,"Canada",0,1,"Americas",1.86006e+12,"Canada",37618495,49445.359257461
2019,"Mental and behavioural disorders due to psychoactive substance use","25-29","CAN",12,"Canada",0,1,"Americas",1.86006e+12,"Canada",37618495,49445.359257461
2019,"Mental and behavioural disorders due to psychoactive substance use","20-24","CAN",2,"Canada",0,1,"Americas",1.86006e+12,"Canada",37618495,49445.359257461
2019,"Mental and behavioural disorders due to psychoactive substance use","25-29","CAN",10,"Canada",0,1,"Americas",1.86006e+12,"Canada",37618495,49445.359257461
2017,"Intentional self-harm","20-24","CHL",34,"Chile",1,0,"Americas",2.50951e+11,"Chile",18558868,13521.8915291601
2017,"Intentional self-harm","25-29","CHL",28,"Chile",1,0,"Americas",2.50951e+11,"Chile",18558868,13521.8915291601
2017,"Intentional self-harm","20-24","CHL",162,"Chile",1,0,"Americas",2.50951e+11,"Chile",18558868,13521.8915291601
2017,"Intentional self-harm","25-29","CHL",164,"Chile",1,0,"Americas",2.50951e+11,"Chile",18558868,13521.8915291601
2017,"Mental and behavioural disorders due to psychoactive substance use","20-24","CHL",1,"Chile",0,1,"Americas",2.50951e+11,"Chile",18558868,13521.8915291601
2017,"Mental and behavioural disorders due to psychoactive substance use","25-29","CHL",1,"Chile",0,1,"Americas",2.50951e+11,"Chile",18558868,13521.8915291601
2017,"Mental and behavioural disorders due to psychoactive substance use","20-24","CHL",1,"Chile",0,1,"Americas",2.50951e+11,"Chile",18558868,13521.8915291601
2017,"Mental and behavioural disorders due to psychoactive substance use","25-29","CHL",1,"Chile",0,1,"Americas",2.50951e+11,"Chile",18558868,13521.8915291601
2018,"Intentional self-harm","20-24","CHL",35,"Chile",1,0,"Americas",2.62953e+11,"Chile",18893191,13917.8712584867
2018,"Intentional self-harm","25-29","CHL",39,"Chile",1,0,"Americas",2.62953e+11,"Chile",18893191,13917.8712584867
2018,"Intentional self-harm","20-24","CHL",133,"Chile",1,0,"Americas",2.62953e+11,"Chile",18893191,13917.8712584867
2018,"Intentional self-harm","25-29","CHL",168,"Chile",1,0,"Americas",2.62953e+11,"Chile",18893191,13917.8712584867
2018,"Mental and behavioural disorders due to psychoactive substance use","20-24","CHL",0,"Chile",0,1,"Americas",2.62953e+11,"Chile",18893191,13917.8712584867
2018,"Mental and behavioural disorders due to psychoactive substance use","25-29","CHL",0,"Chile",0,1,"Americas",2.62953e+11,"Chile",18893191,13917.8712584867
2018,"Mental and behavioural disorders due to psychoactive substance use","20-24","CHL",0,"Chile",0,1,"Americas",2.62953e+11,"Chile",18893191,13917.8712584867
2018,"Mental and behavioural disorders due to psychoactive substance use","25-29","CHL",1,"Chile",0,1,"Americas",2.62953e+11,"Chile",18893191,13917.8712584867
2019,"Intentional self-harm","20-24","CHL",36,"Chile",1,0,"Americas",2.76484e+11,"Chile",19197744,14401.9005566487
2019,"Intentional self-harm","25-29","CHL",44,"Chile",1,0,"Americas",2.76484e+11,"Chile",19197744,14401.9005566487
2019,"Intentional self-harm","20-24","CHL",121,"Chile",1,0,"Americas",2.76484e+11,"Chile",19197744,14401.9005566487
2019,"Intentional self-harm","25-29","CHL",181,"Chile",1,0,"Americas",2.76484e+11,"Chile",19197744,14401.9005566487
2019,"Mental and behavioural disorders due to psychoactive substance use","20-24","CHL",1,"Chile",0,1,"Americas",2.76484e+11,"Chile",19197744,14401.9005566487
2019,"Mental and behavioural disorders due to psychoactive substance use","25-29","CHL",0,"Chile",0,1,"Americas",2.76484e+11,"Chile",19197744,14401.9005566487
2019,"Mental and behavioural disorders due to psychoactive substance use","20-24","CHL",0,"Chile",0,1,"Americas",2.76484e+11,"Chile",19197744,14401.9005566487
2019,"Mental and behavioural disorders due to psychoactive substance use","25-29","CHL",2,"Chile",0,1,"Americas",2.76484e+11,"Chile",19197744,14401.9005566487
2020,"Intentional self-harm","20-24","CHL",39,"Chile",1,0,"Americas",2.92019e+11,"Chile",19370624,15075.3532772099
2020,"Intentional self-harm","25-29","CHL",32,"Chile",1,0,"Americas",2.92019e+11,"Chile",19370624,15075.3532772099
2020,"Intentional self-harm","20-24","CHL",109,"Chile",1,0,"Americas",2.92019e+11,"Chile",19370624,15075.3532772099
2020,"Intentional self-harm","25-29","CHL",142,"Chile",1,0,"Americas",2.92019e+11,"Chile",19370624,15075.3532772099
2020,"Mental and behavioural disorders due to psychoactive substance use","20-24","CHL",0,"Chile",0,1,"Americas",2.92019e+11,"Chile",19370624,15075.3532772099
2020,"Mental and behavioural disorders due to psychoactive substance use","25-29","CHL",1,"Chile",0,1,"Americas",2.92019e+11,"Chile",19370624,15075.3532772099
2020,"Mental and behavioural disorders due to psychoactive substance use","20-24","CHL",3,"Chile",0,1,"Americas",2.92019e+11,"Chile",19370624,15075.3532772099
2020,"Mental and behavioural disorders due to psychoactive substance use","25-29","CHL",2,"Chile",0,1,"Americas",2.92019e+11,"Chile",19370624,15075.3532772099
2017,"Intentional self-harm","20-24","COL",80,"Colombia",1,0,"Americas",3.0375e+11,"Colombia",48131078,6310.89127070871
2017,"Intentional self-harm","25-29","COL",62,"Colombia",1,0,"Americas",3.0375e+11,"Colombia",48131078,6310.89127070871
2017,"Intentional self-harm","20-24","COL",329,"Colombia",1,0,"Americas",3.0375e+11,"Colombia",48131078,6310.89127070871
2017,"Intentional self-harm","25-29","COL",263,"Colombia",1,0,"Americas",3.0375e+11,"Colombia",48131078,6310.89127070871
2017,"Mental and behavioural disorders due to psychoactive substance use","20-24","COL",0,"Colombia",0,1,"Americas",3.0375e+11,"Colombia",48131078,6310.89127070871
2017,"Mental and behavioural disorders due to psychoactive substance use","25-29","COL",0,"Colombia",0,1,"Americas",3.0375e+11,"Colombia",48131078,6310.89127070871
2018,"Intentional self-harm","20-24","COL",76,"Colombia",1,0,"Americas",3.39668e+11,"Colombia",49024465,6928.54067861832
2018,"Intentional self-harm","25-29","COL",58,"Colombia",1,0,"Americas",3.39668e+11,"Colombia",49024465,6928.54067861832
2018,"Intentional self-harm","20-24","COL",341,"Colombia",1,0,"Americas",3.39668e+11,"Colombia",49024465,6928.54067861832
2018,"Intentional self-harm","25-29","COL",259,"Colombia",1,0,"Americas",3.39668e+11,"Colombia",49024465,6928.54067861832
2018,"Mental and behavioural disorders due to psychoactive substance use","20-24","COL",0,"Colombia",0,1,"Americas",3.39668e+11,"Colombia",49024465,6928.54067861832
2018,"Mental and behavioural disorders due to psychoactive substance use","25-29","COL",1,"Colombia",0,1,"Americas",3.39668e+11,"Colombia",49024465,6928.54067861832
2018,"Mental and behavioural disorders due to psychoactive substance use","20-24","COL",0,"Colombia",0,1,"Americas",3.39668e+11,"Colombia",49024465,6928.54067861832
2018,"Mental and behavioural disorders due to psychoactive substance use","25-29","COL",1,"Colombia",0,1,"Americas",3.39668e+11,"Colombia",49024465,6928.54067861832
2019,"Intentional self-harm","20-24","COL",88,"Colombia",1,0,"Americas",3.79025e+11,"Colombia",49907985,7594.47611439332
2019,"Intentional self-harm","25-29","COL",74,"Colombia",1,0,"Americas",3.79025e+11,"Colombia",49907985,7594.47611439332
2019,"Intentional self-harm","20-24","COL",329,"Colombia",1,0,"Americas",3.79025e+11,"Colombia",49907985,7594.47611439332
2019,"Intentional self-harm","25-29","COL",265,"Colombia",1,0,"Americas",3.79025e+11,"Colombia",49907985,7594.47611439332
2019,"Mental and behavioural disorders due to psychoactive substance use","20-24","COL",0,"Colombia",0,1,"Americas",3.79025e+11,"Colombia",49907985,7594.47611439332
2019,"Mental and behavioural disorders due to psychoactive substance use","25-29","COL",0,"Colombia",0,1,"Americas",3.79025e+11,"Colombia",49907985,7594.47611439332
2019,"Mental and behavioural disorders due to psychoactive substance use","20-24","COL",1,"Colombia",0,1,"Americas",3.79025e+11,"Colombia",49907985,7594.47611439332
2019,"Mental and behavioural disorders due to psychoactive substance use","25-29","COL",5,"Colombia",0,1,"Americas",3.79025e+11,"Colombia",49907985,7594.47611439332
2020,"Intentional self-harm","20-24","COL",82,"Colombia",1,0,"Americas",4.21246e+11,"Colombia",50629997,8320.08739799056
2020,"Intentional self-harm","25-29","COL",55,"Colombia",1,0,"Americas",4.21246e+11,"Colombia",50629997,8320.08739799056
2020,"Intentional self-harm","20-24","COL",329,"Colombia",1,0,"Americas",4.21246e+11,"Colombia",50629997,8320.08739799056
2020,"Intentional self-harm","25-29","COL",251,"Colombia",1,0,"Americas",4.21246e+11,"Colombia",50629997,8320.08739799056
2020,"Mental and behavioural disorders due to psychoactive substance use","20-24","COL",1,"Colombia",0,1,"Americas",4.21246e+11,"Colombia",50629997,8320.08739799056
2020,"Mental and behavioural disorders due to psychoactive substance use","25-29","COL",0,"Colombia",0,1,"Americas",4.21246e+11,"Colombia",50629997,8320.08739799056
2020,"Mental and behavioural disorders due to psychoactive substance use","20-24","COL",8,"Colombia",0,1,"Americas",4.21246e+11,"Colombia",50629997,8320.08739799056
2020,"Mental and behavioural disorders due to psychoactive substance use","25-29","COL",7,"Colombia",0,1,"Americas",4.21246e+11,"Colombia",50629997,8320.08739799056
2017,"Intentional self-harm","20-24","CRI",6,"Costa Rica",1,0,"Americas",5.8787e+10,"Costa Rica",4913177,11965.1703978912
2017,"Intentional self-harm","25-29","CRI",6,"Costa Rica",1,0,"Americas",5.8787e+10,"Costa Rica",4913177,11965.1703978912
2017,"Intentional self-harm","20-24","CRI",27,"Costa Rica",1,0,"Americas",5.8787e+10,"Costa Rica",4913177,11965.1703978912
2017,"Intentional self-harm","25-29","CRI",33,"Costa Rica",1,0,"Americas",5.8787e+10,"Costa Rica",4913177,11965.1703978912
2017,"Mental and behavioural disorders due to psychoactive substance use","20-24","CRI",0,"Costa Rica",0,1,"Americas",5.8787e+10,"Costa Rica",4913177,11965.1703978912
2017,"Mental and behavioural disorders due to psychoactive substance use","25-29","CRI",0,"Costa Rica",0,1,"Americas",5.8787e+10,"Costa Rica",4913177,11965.1703978912
2017,"Mental and behavioural disorders due to psychoactive substance use","20-24","CRI",1,"Costa Rica",0,1,"Americas",5.8787e+10,"Costa Rica",4913177,11965.1703978912
2017,"Mental and behavioural disorders due to psychoactive substance use","25-29","CRI",0,"Costa Rica",0,1,"Americas",5.8787e+10,"Costa Rica",4913177,11965.1703978912
